,ids,growth,status
561,{'R00942'},21.94787379972563,optimal
562,{'R06514'},21.94787379972563,optimal
563,{'R_L-Leucine2'},21.94787379972563,optimal
564,{'R07054'},21.94787379972563,optimal
565,{'R_Orthophosphoric_monoester'},21.94787379972563,optimal
566,{'R04946'},21.94787379972563,optimal
567,{'R08174'},21.830394626364374,optimal
568,{'R01072'},21.947873799725638,optimal
569,{'R02097'},21.94787379972566,optimal
570,{'R07892'},21.94787379972566,optimal
571,{'R06397'},21.94787379972566,optimal
572,{'R01150'},21.94787379972566,optimal
573,{'R04537'},21.94787379972566,optimal
574,{'R04747'},21.94787379972566,optimal
575,{'R08575'},21.94787379972566,optimal
576,{'R00896'},21.94787379972566,optimal
577,{'R02422'},21.94787379972566,optimal
578,{'R04754'},21.94787379972566,optimal
579,{'R04751'},21.94787379972566,optimal
580,{'R01859'},21.94787379972566,optimal
581,{'R08050'},21.94787379972566,optimal
582,{'R05180'},21.94787379972566,optimal
583,{'R04049'},21.94787379972566,optimal
584,{'R09107'},21.94787379972566,optimal
585,{'R00489'},-3.3001397135486714e-14,optimal
586,{'R07188'},21.947873799725524,optimal
587,{'R00185'},18.66977829638279,optimal
588,{'R03145'},21.915271240064786,optimal
589,{'R05274'},21.94787379972561,optimal
590,{'EX_C00158_e'},21.78936942885437,optimal
591,{'R07113'},21.947873799725322,optimal
592,{'R00293'},-7.216200780522846e-14,optimal
593,{'R05621'},21.947873799726,optimal
594,{'R_Formate'},21.930222020842773,optimal
595,{'R01373'},21.947873799725592,optimal
596,{'R00770'},21.94787379972554,optimal
597,{'R06787'},21.94787379972554,optimal
598,{'R00552'},21.94787379972554,optimal
599,{'R08209'},21.94787379972554,optimal
600,{'R08528'},21.94787379972554,optimal
601,{'R00132'},21.94787379972554,optimal
602,{'EX_C00121_e'},21.94787379972554,optimal
603,{'R08342'},21.94787379972554,optimal
604,{'R07560'},21.94787379972554,optimal
605,{'R04805'},21.94787379972554,optimal
606,{'R00517'},21.94787379972554,optimal
607,{'R02487'},21.94787379972554,optimal
608,{'R06589'},21.94787379972554,optimal
609,{'R02782'},21.94787379972554,optimal
610,{'R04420'},21.94787379972554,optimal
611,{'R05051'},21.94787379972554,optimal
612,{'R07392'},21.94787379972554,optimal
613,{'R04909'},21.94787379972554,optimal
614,{'R07989'},21.94787379972554,optimal
615,{'R02425'},21.94787379972554,optimal
616,{'R07024'},21.94787379972554,optimal
617,{'R00671'},21.94787379972554,optimal
618,{'R_Adenine'},21.947873799725553,optimal
619,{'R01185'},21.947873799725635,optimal
620,{'R00744'},21.947873799725635,optimal
621,{'R00904'},21.947873799725635,optimal
622,{'R_L-Citrulline'},21.947873799725635,optimal
623,{'R04972'},21.947873799725635,optimal
624,{'R00481'},21.947873799725635,optimal
625,{'R01364'},21.947873799725635,optimal
626,{'R06970'},21.947873799725635,optimal
627,{'R00578'},21.947873799725635,optimal
628,{'R06904'},21.947873799725635,optimal
629,{'R04961'},21.947873799725635,optimal
630,{'R00833'},21.947873799725635,optimal
631,{'R_D-Glucose'},21.947873799725635,optimal
632,{'R00479'},21.947873799725617,optimal
633,{'R02971'},21.947873799725613,optimal
634,{'R00924'},21.947873799725613,optimal
635,{'R01878'},21.947873799725613,optimal
636,{'R03743'},21.947873799725613,optimal
637,{'EX_C00067_e'},21.871202916160367,optimal
638,{'R07899'},21.947873799725638,optimal
639,{'R06430'},0.0,optimal
640,{'R_Assemble'},0.0,optimal
