Metabolite ID,Name,Formula/Composition,Compartment
C04246,But-2-enoyl-[acyl-carrier protein],C4H5OSR,Cytosol
C05754,trans-Dec-2-enoyl-[acp],C10H17OSR,Cytosol
C05751,trans-Oct-2-enoyl-[acp],C8H13OSR,Cytosol
C05763,trans-Hexadec-2-enoyl-[acp],C16H29OSR,Cytosol
C05760,trans-Tetradec-2-enoyl-[acp],C14H25OSR,Cytosol
C05748,trans-Hex-2-enoyl-[acp],C6H9OSR,Cytosol
C05758,trans-Dodec-2-enoyl-[acp],C12H21OSR,Cytosol
C00693,"trans-2,3-Dehydroacyl-[acyl-carrier protein]",C3H2OSR2,Cytosol
C00226,Primary alcohol,CH3OR,Cytosol
C00469,Ethanol,C2H6O,Cytosol
C00473,Retinol,C20H30O,Cytosol
C00376,Retinal,C20H28O,Cytosol
C05444,"3alpha,7alpha,26-Trihydroxy-5beta-cholestane",C27H48O3,Cytosol
C05576,"3,4-Dihydroxyphenylethyleneglycol",C8H10O4,Cytosol
C05577,"3,4-Dihydroxymandelaldehyde",C8H8O4,Cytosol
C14089,1-Hydroxymethylnaphthalene,C11H10O,Cytosol
C14090,1-Naphthaldehyde,C11H8O,Cytosol
C02909,(2-Naphthyl)methanol,C11H10O,Cytosol
C14099,2-Naphthaldehyde,C11H8O,Cytosol
C06899,Chloral hydrate,C2H3Cl3O2,Cytosol
C07490,Trichloroethanol,C2H3Cl3O,Cytosol
C07645,Aldophosphamide,C7H15Cl2N2O3P,Cytosol
C16551,Alcophosphamide,C7H17Cl2N2O3P,Cytosol
C16586,"2-Phenyl-1,3-propanediol monocarbamate",C10H13NO3,Cytosol
C16587,3-Carbamoyl-2-phenylpropionaldehyde,C10H11NO3,Cytosol
C16595,"4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one",C10H11NO3,Cytosol
C16596,"5-Phenyl-1,3-oxazinane-2,4-dione",C10H9NO3,Cytosol
C00599,Cholest-4-en-3-one,C27H44O,Cytosol
C21076,Delta4-Dafachronic acid,C27H42O3,Cytosol
C20252,"5-Androstene-3,17-dione",C19H26O2,Cytosol
C00280,Androstenedione,C19H26O2,Cytosol
C00395,Penicillin,C9H11N2O4SR,Cytosol
C06567,Penicilloic acid,C8H13N2O4SR,Cytosol
C02265,D-Phenylalanine,C9H11NO2,Cytosol
C00405,D-Amino acid,C2H4NO2R,Cytosol
C01250,N-Acetyl-L-glutamate 5-semialdehyde,C7H11NO4,Cytosol
C04133,N-Acetyl-L-glutamate 5-phosphate,C7H12NO8P,Cytosol
C00624,N-Acetyl-L-glutamate,C7H11NO5,Cytosol
C00437,N-Acetylornithine,C7H14N2O3,Cytosol
C00169,Carbamoyl phosphate,CH4NO5P,Cytosol
C03406,N-(L-Arginino)succinate,C10H18N4O6,Cytosol
C00239,dCMP,C9H14N3O7P,Cytosol
C00197,3-Phospho-D-glycerate,C3H7O7P,Cytosol
C00184,Glycerone,C3H6O3,Cytosol
C01099,L-Fuculose 1-phosphate,C6H13O8P,Cytosol
C00424,(S)-Lactaldehyde,C3H6O2,Cytosol
C22337,D-Ribulose 1-phosphate,C5H11O8P,Cytosol
C05727,S-Substituted N-acetyl-L-cysteine,C5H8NO3SR,Cytosol
C01326,Hydrogen cyanide,CHN,Cytosol
C05147,trans-3-Hydroxy-L-proline,C5H9NO3,Cytosol
C20643,2-Heptyl-4(1H)-quinolone,C16H21NO,Cytosol
C11848,2-Heptyl-3-hydroxy-quinolone,C16H21NO2,Cytosol
C15521,Alkanesulfonate,CH3O3SR,Cytosol
C11145,Methanesulfonic acid,CH4SO3,Cytosol
C00168,Hydroxypyruvate,C3H4O4,Cytosol
C00989,4-Hydroxybutanoic acid,C4H8O3,Cytosol
C20876,Very-long-chain acyl-CoA,C26H43N7O17P3SR,Cytosol
C22857,Very-long-chain alpha-carboxyacyl-CoA,C27H43N7O19P3SR,Cytosol
C05382,Sedoheptulose 7-phosphate,C7H15O10P,Cytosol
C12214,Aminofructose 6-phosphate,C6H14NO8P,Cytosol
C12215,Iminoerythrose 4-phosphate,C4H10NO6P,Cytosol
C00041,L-Alanine,C3H7NO2,Cytosol
C06099,(R)-Limonene,C10H16,Cytosol
C07271,"Limonene-1,2-epoxide",C10H16O,Cytosol
C00521,(S)-Limonene,C10H16,Cytosol
C19081,"(4S)-Limonene-1,2-epoxide",C10H16O,Cytosol
C05986,2-Propyn-1-ol,C3H4O,Cytosol
C00207,Acetone,C3H6O,Cytosol
C00031,D-Glucose,C6H12O6,Cytosol
C07836,D-glycero-beta-D-manno-Heptose 7-phosphate,C7H15O10P,Cytosol
C19882,D-glycero-D-manno-Heptose 7-phosphate,C7H15O10P,Cytosol
C19878,D-glycero-alpha-D-manno-Heptose 7-phosphate,C7H15O10P,Cytosol
C16396,"2,4-Diamino-6-nitrotoluene",C7H9N3O2,Cytosol
C16399,"2,4-Diamino-6-hydroxylaminotoluene",C7H11N3O,Cytosol
C00196,"2,3-Dihydroxybenzoate",C7H6O4,Cytosol
C05821,Enterochelin,C30H27N3O15,Cytosol
C03046,"(S,S)-Butane-2,3-diol",C4H10O2,Cytosol
C01769,(S)-Acetoin,C4H8O2,Cytosol
C00741,Diacetyl,C4H6O2,Cytosol
C20657,"meso-2,3-Butanediol",C4H10O2,Cytosol
C00810,(R)-Acetoin,C4H8O2,Cytosol
C00575,"3',5'-Cyclic AMP",C10H12N5O6P,Cytosol
C00590,Coniferyl alcohol,C10H12O3,Cytosol
C15805,Guaiacyl lignin,,Cytosol
C02325,Sinapyl alcohol,C11H14O4,Cytosol
C15806,Syringyl lignin,,Cytosol
C02646,4-Coumaryl alcohol,C9H10O2,Cytosol
C15804,p-Hydroxyphenyl lignin,,Cytosol
C12205,5-Hydroxyconiferyl alcohol,C10H12O4,Cytosol
C15807,5-Hydroxy-guaiacyl lignin,,Cytosol
C07054,Isoniazid,C6H7N3O,Cytosol
C21754,Isonicotinoyl radical,C6H4NO,Cytosol
C05360,Diimine,N2H2,Cytosol
C01037,"7,8-Diaminononanoate",C9H20N2O2,Cytosol
C01909,Dethiobiotin,C10H18N2O3,Cytosol
C22458,8-Amino-7-(carboxyamino)nonanoate,C10H20N2O4,Cytosol
C01063,Pimeloyl-CoA,C28H46N7O19P3S,Cytosol
C01092,8-Amino-7-oxononanoate,C9H17NO3,Cytosol
C19845,Pimeloyl-[acyl-carrier protein],C7H11O3SR,Cytosol
C04425,S-Adenosyl-4-methylthio-2-oxobutanoate,C15H20N5O6S,Cytosol
C17023,Sulfur donor,,Cytosol
C05359,e-,,Cytosol
C04573,UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate,C17H25N3O18P2,Cytosol
C20395,UDP-2-acetamido-2-deoxy-alpha-D-ribo-hex-3-uluronate,C17H23N3O18P2,Cytosol
C20359,"UDP-2-acetamido-3-amino-2,3-dideoxy-alpha-D-glucuronate",C17H26N4O17P2,Cytosol
C03273,5-Oxopentanoate,C5H8O3,Cytosol
C00489,Glutarate,C5H8O4,Cytosol
C00463,Indole,C8H7N,Cytosol
C00078,L-Tryptophan,C11H12N2O2,Cytosol
C03506,Indoleglycerol phosphate,C11H14NO6P,Cytosol
C13747,"1,7-Dimethylxanthine",C7H8N4O2,Cytosol
C16365,5-Acetylamino-6-formylamino-3-methyluracil,C8H10N4O4,Cytosol
C16420,4-Acetamido-2-amino-6-nitrotoluene,C9H11N3O3,Cytosol
C07585,N-Acetylisoniazid,C8H9N3O2,Cytosol
C07447,Acetylhydrazine,C2H6N2O,Cytosol
C16622,"N,N'-Diacetylhydrazine",C4H8N2O2,Cytosol
C05361,Hydrazine,N2H4,Cytosol
C00587,3-Hydroxybenzoate,C7H6O3,Cytosol
C00628,"2,5-Dihydroxybenzoate",C7H6O4,Cytosol
C16850,"2-Amino-3,7-dideoxy-D-threo-hept-6-ulosonic acid",C7H13NO5,Cytosol
C00944,3-Dehydroquinate,C7H10O6,Cytosol
C15794,Castasterone,C28H48O5,Cytosol
C19873,26-Hydroxycastasterone,C28H48O6,Cytosol
C08814,Brassinolide,C28H48O6,Cytosol
C19874,26-Hydroxybrassinolide,C28H48O7,Cytosol
C02642,3-Ureidopropionate,C4H8N2O3,Cytosol
C21029,(R)-3-Ureidoisobutyrate,C5H10N2O3,Cytosol
C01205,(R)-3-Amino-2-methylpropanoate,C4H9NO2,Cytosol
C00545,L-Arabinonate,C5H10O6,Cytosol
C00684,2-Dehydro-3-deoxy-L-arabinonate,C5H8O5,Cytosol
C20940,L-Dihydroanticapsin,C9H15NO4,Cytosol
C20941,L-Anticapsin,C9H13NO4,Cytosol
C11402,"(4R,7R)-4-Isopropenyl-7-methyl-2-oxo-oxepanone",C10H16O2,Cytosol
C11404,(3R)-6-Hydroxy-3-isopropenyl-heptanoate,C10H18O3,Cytosol
C11403,"(3S,6R)-6-Isopropenyl-3-methyl-2-oxo-oxepanone",C10H16O2,Cytosol
C11406,(5R)-6-Hydroxy-5-isopropenyl-2-methylhexanoate,C10H18O3,Cytosol
C11414,"(4S,7R)-4-Isopropenyl-7-methyl-2-oxo-oxepanone",C10H16O2,Cytosol
C11417,(3S)-6-Hydroxy-3-isopropenyl-heptanoate,C10H18O3,Cytosol
C11418,"(3S,6S)-6-Isopropenyl-3-methyl-2-oxo-oxepanone",C10H16O2,Cytosol
C11420,(5S)-6-Hydroxy-5-isopropenyl-2-methylhexanoate,C10H18O3,Cytosol
C00940,2-Oxoglutaramate,C5H7NO4,Cytosol
C02362,2-Oxosuccinamate,C4H5NO4,Cytosol
C07108,Tamoxifen,C26H29NO,Cytosol
C16545,Tamoxifen N-oxide,C26H29NO2,Cytosol
C19846,Pimeloyl-[acyl-carrier protein] methyl ester,C8H13O3SR,Cytosol
C15556,"L-3,4-Dihydroxybutan-2-one 4-phosphate",C4H9O6P,Cytosol
C00186,(S)-Lactate,C3H6O3,Cytosol
C00979,O-Acetyl-L-serine,C5H9NO4,Cytosol
C00133,D-Alanine,C3H7NO2,Cytosol
C00653,Poly(ribitol phosphate),(C5H11O7P)n,Cytosol
C04260,O-D-Alanyl-poly(ribitol phosphate),(C8H16NO8P)n,Cytosol
G13185,Glycan,(DAG)1 (Glc)2 (GlcNAc)1 (Gro)2 (*)1 (P)2,Cytosol
G13186,Glycan,(Ala)1 (DAG)1 (Glc)2 (GlcNAc)1 (Gro)2 (*)1 (P)2,Cytosol
G13167,Glycan,(Glc)1 (GlcNAc)1 (Gro)2 (ManNAc)1 (*)1 (P)2 (PP-Und)1,Cytosol
G13180,Glycan,(Ala)1 (Glc)1 (GlcNAc)1 (Gro)2 (ManNAc)1 (*)1 (P)2 (PP-Und)1,Cytosol
G13170,Glycan,(Glc)1 (GlcNAc)1 (Gro)1 (ManNAc)1 (Rib-ol)2 (*)1 (P)3 (PP-Und)1,Cytosol
G13171,Glycan,(Ala)1 (Glc)1 (GlcNAc)1 (Gro)1 (ManNAc)1 (Rib-ol)2 (*)1 (P)3 (PP-Und)1,Cytosol
G13174,Glycan,(GlcNAc)2 (Gro)2 (ManNAc)1 (Rib-ol)1 (*)1 (P)3 (PP-Und)1,Cytosol
G13175,Glycan,(Ala)1 (GlcNAc)2 (Gro)2 (ManNAc)1 (Rib-ol)1 (*)1 (P)3 (PP-Und)1,Cytosol
G13176,Glycan,(GlcNAc)2 (Gro)2 (ManNAc)1 (Rib-ol)1 (*)1 (P)3 (PP-Und)1,Cytosol
G13177,Glycan,(Ala)1 (GlcNAc)2 (Gro)2 (ManNAc)1 (Rib-ol)1 (*)1 (P)3 (PP-Und)1,Cytosol
G13178,Glycan,(GlcNAc)2 (Gro)2 (ManNAc)1 (Rib-ol)1 (*)1 (P)3 (PP-Und)1,Cytosol
G13179,Glycan,(Ala)1 (GlcNAc)2 (Gro)2 (ManNAc)1 (Rib-ol)1 (*)1 (P)3 (PP-Und)1,Cytosol
G13192,Glycan,(DAG)1 (Gal)2 (Glc)1 (Gro)2 (*)1 (P)2,Cytosol
G13193,Glycan,(Ala)1 (DAG)1 (Gal)2 (Glc)1 (Gro)2 (*)1 (P)2,Cytosol
C02798,3-Phosphonopyruvate,C3H5O6P,Cytosol
C00905,D-Fructuronate,C6H10O7,Cytosol
C00187,Cholesterol,C27H46O,Cytosol
C01164,7-Dehydrocholesterol,C27H44O,Cytosol
C00811,4-Coumarate,C9H8O3,Cytosol
C00223,p-Coumaroyl-CoA,C30H42N7O18P3S,Cytosol
C01197,Caffeate,C9H8O4,Cytosol
C00323,Caffeoyl-CoA,C30H42N7O19P3S,Cytosol
C01494,Ferulate,C10H10O4,Cytosol
C00406,Feruloyl-CoA,C31H44N7O19P3S,Cytosol
C00482,Sinapate,C11H12O5,Cytosol
C00411,Sinapoyl-CoA,C32H46N7O20P3S,Cytosol
C00423,trans-Cinnamate,C9H8O2,Cytosol
C00540,Cinnamoyl-CoA,C30H42N7O17P3S,Cytosol
C05619,5-Hydroxyferulic acid,C10H10O5,Cytosol
C12203,5-Hydroxyferuloyl-CoA,C31H44N7O20P3S,Cytosol
C05280,"cis,cis-3,6-Dodecadienoyl-CoA",C33H54N7O17P3S,Cytosol
C05279,"trans,cis-Lauro-2,6-dienoyl-CoA",C33H54N7O17P3S,Cytosol
C14180,S-(Hydroxymethyl)glutathione,C11H19N3O7S,Cytosol
C01031,S-Formylglutathione,C11H17N3O7S,Cytosol
C00662,Reduced adrenal ferredoxin,,Cytosol
C00667,Oxidized adrenal ferredoxin,,Cytosol
C00157,Phosphatidylcholine,C10H18NO8PR2,Cytosol
C00588,Choline phosphate,C5H15NO4P,Cytosol
C00344,Phosphatidylglycerol,C8H13O10PR2,Cytosol
C00346,Ethanolamine phosphate,C2H8NO4P,Cytosol
C01194,1-Phosphatidyl-D-myo-inositol,C11H17O13PR2,Cytosol
C04756,O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine,C8H14NO7PR2,Cytosol
C03454,1-Alkenyl-2-acylglycerol,C6H8O4R2,Cytosol
C03044,"(R,R)-Butane-2,3-diol",C4H10O2,Cytosol
C02350,(S)-Allantoin,C4H6N4O3,Cytosol
C00499,Allantoate,C4H8N4O4,Cytosol
C00270,N-Acetylneuraminate,C11H19NO9,Cytosol
C00645,N-Acetyl-D-mannosamine,C8H15NO6,Cytosol
C22382,Aceneuramate,C11H19NO9,Cytosol
C00398,Tryptamine,C10H12N2,Cytosol
C00547,L-Noradrenaline,C8H11NO3,Cytosol
C00780,Serotonin,C10H12N2O,Cytosol
C00788,L-Adrenaline,C9H13NO3,Cytosol
C02714,N-Acetylputrescine,C6H14N2O,Cytosol
C05127,N-Methylhistamine,C6H11N3,Cytosol
C05827,Methylimidazole acetaldehyde,C6H8N2O,Cytosol
C05587,3-Methoxytyramine,C9H13NO2,Cytosol
C05581,3-Methoxy-4-hydroxyphenylacetaldehyde,C9H10O3,Cytosol
C05589,L-Normetanephrine,C9H13NO3,Cytosol
C05583,3-Methoxy-4-hydroxyphenylglycolaldehyde,C9H10O4,Cytosol
C05588,L-Metanephrine,C10H15NO3,Cytosol
C05636,3-Hydroxykynurenamine,C9H12N2O2,Cytosol
C05637,"4,8-Dihydroxyquinoline",C9H7NO2,Cytosol
C05638,5-Hydroxykynurenamine,C9H12N2O2,Cytosol
C05639,"4,6-Dihydroxyquinoline",C9H7NO2,Cytosol
C07572,Citalopram,C20H21FN2O,Cytosol
C16612,Citalopram aldehyde,C18H14FNO2,Cytosol
C00543,Dimethylamine,C2H7N,Cytosol
C16608,Demethylcitalopram,C19H19FN2O,Cytosol
C16609,Didemethylcitalopram,C18H17FN2O,Cytosol
C21299,RCH2NHR',CH3N(R1)(R2),Cytosol
C21300,R'NH2,NH2R,Cytosol
C00900,2-Acetolactate,C5H8O4,Cytosol
C06010,(S)-2-Acetolactate,C5H8O4,Cytosol
C06006,(S)-2-Aceto-2-hydroxybutanoate,C6H10O4,Cytosol
C00679,5-Dehydro-4-deoxy-D-glucarate,C6H8O7,Cytosol
C01146,2-Hydroxy-3-oxopropanoate,C3H4O4,Cytosol
C03921,2-Dehydro-3-deoxy-D-glucarate,C6H8O7,Cytosol
C13453,Xanthoxin,C15H22O3,Cytosol
C13455,Abscisic aldehyde,C15H20O3,Cytosol
C01304,"2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one",C9H16N5O8P,Cytosol
C19891,1D-chiro-Inositol,C6H12O6,Cytosol
C20251,1-Keto-D-chiro-inositol,C6H10O6,Cytosol
C05824,S-Sulfo-L-cysteine,C3H7NO5S2,Cytosol
C15700,gamma-Glutamyl-gamma-aminobutyraldehyde,C9H16N2O4,Cytosol
C15767,4-(L-gamma-Glutamylamino)butanoate,C9H16N2O5,Cytosol
C19706,cis-3-Hydroxy-L-proline,C5H9NO3,Cytosol
C03826,2-Dehydro-3-deoxy-D-xylonate,C5H8O5,Cytosol
C03434,Tetrachlorohydroquinone,C6H2Cl4O2,Cytosol
C18933,Chloranil,C6Cl4O2,Cytosol
C04181,3-Hydroxy-3-methyl-2-oxobutanoic acid,C5H8O4,Cytosol
C14463,(R)-3-Hydroxy-3-methyl-2-oxopentanoate,C6H10O4,Cytosol
C06082,Abscisate,C15H20O4,Cytosol
C15514,8'-Hydroxyabscisate,C15H20O5,Cytosol
C00828,Menaquinone,C16H16O2(C5H8)n,Cytosol
C05819,Menaquinol,C16H18O2(C5H8)n,Cytosol
C01628,Vitamin K,C11H7O2R,Cytosol
C05850,Reduced Vitamin K,C11H9O2R,Cytosol
C02059,Phylloquinone,C31H46O2,Cytosol
C03313,Phylloquinol,C31H48O2,Cytosol
C00427,Prostaglandin H2,C20H32O5,Cytosol
C02198,Thromboxane A2,C20H32O5,Cytosol
C18902,Methylselenic acid,CH4O2Se,Cytosol
C05703,Methaneselenol,CH4Se,Cytosol
C00409,Methanethiol,CH4S,Cytosol
C02225,2-Methylcitrate,C7H10O7,Cytosol
C04225,"(Z)-But-2-ene-1,2,3-tricarboxylate",C7H8O6,Cytosol
C04489,5-Methyltetrahydropteroyltri-L-glutamate,C30H39N9O12,Cytosol
C04144,Tetrahydropteroyltri-L-glutamate,C29H37N9O12,Cytosol
C00047,L-Lysine,C6H14N2O2,Cytosol
C05341,beta-Alanyl-L-lysine,C9H19N3O3,Cytosol
C05340,beta-Alanyl-L-arginine,C9H19N5O3,Cytosol
C00135,L-Histidine,C6H9N3O2,Cytosol
C00386,Carnosine,C9H14N4O3,Cytosol
C00884,Homocarnosine,C10H16N4O3,Cytosol
C01152,N(pi)-Methyl-L-histidine,C7H11N3O2,Cytosol
C01262,beta-Alanyl-N(pi)-methyl-L-histidine,C10H16N4O3,Cytosol
C20942,Bacilysin,C12H18N2O5,Cytosol
C15977,[Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylpropanoyl)dihydrolipoyllysine,C12H22NO2S2R,Cytosol
C15975,[Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(3-methylbutanoyl)dihydrolipoyllysine,C13H24NO2S2R,Cytosol
C15979,[Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylbutanoyl)dihydrolipoyllysine,C13H24NO2S2R,Cytosol
C15976,2-Methyl-1-hydroxypropyl-ThPP,C16H27N4O8P2S,Cytosol
C15974,3-Methyl-1-hydroxybutyl-ThPP,C17H29N4O8P2S,Cytosol
C15978,2-Methyl-1-hydroxybutyl-ThPP,C17H29N4O8P2S,Cytosol
C21017,2-(alpha-Hydroxypropyl)thiamine diphosphate,C15H25N4O8P2S,Cytosol
C21018,Enzyme N6-(S-propyldihydrolipoyl)lysine,C11H20NO2S2R,Cytosol
C04732,5-Amino-6-(1-D-ribitylamino)uracil,C9H16N4O6,Cytosol
C21971,"5-Amino-5-(4-hydroxybenzyl)-6-(D-ribitylimino)-5,6-dihydrouracil",C16H22N4O7,Cytosol
C19154,"7,8-Didemethyl-8-hydroxy-5-deazariboflavin",C16H17N3O7,Cytosol
C04377,"5,10-Methylenetetrahydromethanopterin",C31H45N6O16P,Cytosol
C01080,Reduced coenzyme F420,C29H38N5O18P,Cytosol
C04488,"5-Methyl-5,6,7,8-tetrahydromethanopterin",C31H47N6O16P,Cytosol
C00876,Coenzyme F420,C29H36N5O18P,Cytosol
C20870,3-(Methylthio)propanoyl-CoA,C25H42N7O17P3S2,Cytosol
C20955,3-(Methylthio)acryloyl-CoA,C25H40N7O17P3S2,Cytosol
C01061,4-Fumarylacetoacetate,C8H8O6,Cytosol
C06526,Quinine,C20H24N2O2,Cytosol
C07344,3-Hydroxyquinine,C20H24N2O3,Cytosol
C00829,Naphthalene,C10H8,Cytosol
C14786,"(1R,2S)-Naphthalene 1,2-oxide",C10H8O,Cytosol
C14787,"(1S,2R)-Naphthalene 1,2-oxide",C10H8O,Cytosol
C01595,Linoleate,C18H32O2,Cytosol
C14825,9(10)-EpOME,C18H32O3,Cytosol
C14826,12(13)-EpOME,C18H32O3,Cytosol
C07535,Benzo[a]pyrene,C20H12,Cytosol
C14849,"Benzo[a]pyrene-9,10-oxide",C20H12O,Cytosol
C14850,"Benzo[a]pyrene-7,8-oxide",C20H12O,Cytosol
C14851,"Benzo[a]pyrene-4,5-oxide",C20H12O,Cytosol
C14852,"Benzo[a]pyrene-7,8-dihydrodiol",C20H14O2,Cytosol
C14853,"Benzo[a]pyrene-7,8-dihydrodiol-9,10-oxide",C20H14O3,Cytosol
C14556,9-Hydroxybenzo[a]pyrene,C20H12O,Cytosol
C14854,"9-Hydroxybenzo[a]pyrene-4,5-oxide",C20H12O2,Cytosol
C16641,Irinotecan,C33H38N4O6,Cytosol
C16542,APC,C33H38N4O8,Cytosol
C16543,NPC,C28H30N4O6,Cytosol
C12518,Glutaral,C5H8O2,Cytosol
C06174,Codeine,C18H21NO3,Cytosol
C16576,Norcodeine,C17H19NO3,Cytosol
C16546,N-Desmethyltamoxifen,C25H27NO,Cytosol
C05011,Hydroxytamoxifen,C26H29NO2,Cytosol
C16547,Endoxifen,C25H27NO2,Cytosol
C16544,alpha-Hydroxytamoxifen,C26H29NO2,Cytosol
C16548,"N,N-Didesmethyltamoxifen",C24H25NO,Cytosol
C16549,alpha-Hydroxy-N-desmethyltamoxifen,C25H27NO2,Cytosol
C07888,Cyclophosphamide,C7H15Cl2N2O2P,Cytosol
C07643,4-Hydroxycyclophosphamide,C7H15Cl2N2O3P,Cytosol
C07644,4-Ketocyclophosphamide,C7H13Cl2N2O3P,Cytosol
C16553,4-Hydroxyifosfamide,C7H15Cl2N2O3P,Cytosol
C07073,Lidocaine,C14H22N2O,Cytosol
C16561,Monoethylglycinexylidide,C12H18N2O,Cytosol
C16560,3-Hydroxylidocaine,C14H22N2O2,Cytosol
C07501,Felbamate,C11H14N2O4,Cytosol
C16584,p-Hydroxyfelbamate,C11H14N2O5,Cytosol
C16582,2-Hydroxyfelbamate,C11H14N2O5,Cytosol
C06868,Carbamazepine,C15H12N2O,Cytosol
C07496,"Carbamazepine-10,11-epoxide",C15H12N2O2,Cytosol
C16602,3-Hydroxycarbamazepine,C15H12N2O2,Cytosol
C16601,2-Hydroxycarbamazepine,C15H12N2O2,Cytosol
C16604,2-Hydroxyiminostilbene,C14H11NO,Cytosol
C07163,Methadone,C21H27NO,Cytosol
C16659,"2-Ethylidene-1,5-dimethyl-3,3-diphenylpyrrolidine",C20H23N,Cytosol
C16660,"2-Ethyl-5-methyl-3,3-diphenyl-1-pyrroline",C19H21N,Cytosol
C08012,Levomethadyl acetate,C23H31NO2,Cytosol
C16661,L-alpha-Acetyl-N-normethadol,C22H29NO2,Cytosol
C16662,"L-alpha-Acetyl-N,N-dinormethadol",C21H27NO2,Cytosol
C16453,4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone,C10H13N3O2,Cytosol
C19566,4-Hydroxy-4-(methylnitrosoamino)-1-(3-pyridinyl)-1-butanone,C10H13N3O3,Cytosol
C00072,Ascorbate,C6H8O6,Cytosol
C01041,Monodehydroascorbate,C6H7O6,Cytosol
C00488,Formamide,CH3NO,Cytosol
C03196,(S)-2-Hydroxyglutarate,C5H8O5,Cytosol
C02091,(S)-Ureidoglycine,C3H7N3O3,Cytosol
C00603,(S)-Ureidoglycolate,C3H6N2O4,Cytosol
C00328,L-Kynurenine,C10H12N2O3,Cytosol
C03227,3-Hydroxy-L-kynurenine,C10H12N2O4,Cytosol
C02700,L-Formylkynurenine,C11H12N2O4,Cytosol
C05653,Formylanthranilate,C8H7NO3,Cytosol
C01217,"5,6,7,8-Tetrahydromethanopterin",C30H45N6O16P,Cytosol
C00213,Sarcosine,C3H7NO2,Cytosol
C02218,Dehydroalanine,C3H5NO2,Cytosol
C00234,10-Formyltetrahydrofolate,C20H23N7O7,Cytosol
C00669,gamma-L-Glutamyl-L-cysteine,C8H14N2O5S,Cytosol
C01036,4-Maleylacetoacetate,C8H8O6,Cytosol
C00185,Cellobiose,C12H22O11,Cytosol
C00844,Prunasin,C14H17NO6,Cytosol
C00561,Mandelonitrile,C8H7NO,Cytosol
C01898,Cellodextrin,H2O(C6H10O5)n,Cytosol
C08325,Amygdalin,C20H27NO11,Cytosol
C00963,beta-D-Glucoside,C6H11O6R,Cytosol
C01335,ROH,HOR,Cytosol
C05713,Cyanoglycoside,C8H11NO6R2,Cytosol
C05712,Cyanohydrin,C2HNOR2,Cytosol
C05839,cis-beta-D-Glucosyl-2-hydroxycinnamate,C15H18O8,Cytosol
C05838,cis-2-Hydroxycinnamate,C9H8O3,Cytosol
C05143,Dhurrin,C14H17NO7,Cytosol
C03742,(S)-4-Hydroxymandelonitrile,C8H7NO2,Cytosol
C08334,Lotaustralin,C11H19NO6,Cytosol
C18796,(2R)-2-Hydroxy-2-methylbutanenitrile,C5H9NO,Cytosol
C01594,Linamarin,C10H17NO6,Cytosol
C02659,Acetone cyanohydrin,C4H7NO,Cytosol
C10216,Daidzin,C21H20O9,Cytosol
C10208,Daidzein,C15H10O4,Cytosol
C09126,Genistin,C21H20O10,Cytosol
C06563,Genistein,C15H10O5,Cytosol
C05623,Isoquercitrin,C21H20O12,Cytosol
C00389,Quercetin,C15H10O7,Cytosol
C09099,Naringenin 7-O-beta-D-glucoside,C21H22O10,Cytosol
C00509,Naringenin,C15H12O5,Cytosol
C00436,N-Carbamoylputrescine,C5H13N3O,Cytosol
C00429,"5,6-Dihydrouracil",C4H6N2O2,Cytosol
C21028,"(R)-5,6-Dihydrothymine",C5H8N2O2,Cytosol
C16630,"5,6-Dihydro-5-fluorouracil",C4H5FN2O2,Cytosol
C16631,alpha-Fluoro-beta-ureidopropionic acid,C4H7FN2O3,Cytosol
C04308,Phosphatidyl-N-dimethylethanolamine,C9H16NO8PR2,Cytosol
C01241,Phosphatidyl-N-methylethanolamine,C8H14NO8PR2,Cytosol
C00417,cis-Aconitate,C6H6O6,Cytosol
C01024,Hydroxymethylbilane,C40H46N4O17,Cytosol
C00340,Reduced rubredoxin,,Cytosol
C00435,Oxidized rubredoxin,,Cytosol
C16221,(2E)-Octadecenoyl-[acp],C18H33OSR,Cytosol
C04088,Octadecanoyl-[acyl-carrier protein],C18H35OSR,Cytosol
C20374,Enoylglutaryl-[acp] methyl ester,C6H7O3SR,Cytosol
C20378,Enoylpimeloyl-[acp] methyl ester,C8H11O3SR,Cytosol
C00431,5-Aminopentanoate,C5H11NO2,Cytosol
C00937,(R)-Lactaldehyde,C3H6O2,Cytosol
C01384,Maleic acid,C4H4O4,Cytosol
C11537,(2R)-3-Sulfolactate,C3H6O6S,Cytosol
C05528,3-Sulfopyruvate,C3H4O6S,Cytosol
C04188,S-Methyl-5-thio-D-ribose 1-phosphate,C6H13O7PS,Cytosol
C04582,S-Methyl-5-thio-D-ribulose 1-phosphate,C6H13O7PS,Cytosol
C15650,"2,3-Diketo-5-methylthiopentyl-1-phosphate",C6H11O6PS,Cytosol
