Metabolite ID,Name,Formula/Composition,Compartment,PubChem ID
C04405,"(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA",C26H44N7O18P3S,Cytosol,7041
C03345,2-Methylbut-2-enoyl-CoA,C26H42N7O17P3S,Cytosol,6188
C03460,2-Methylprop-2-enoyl-CoA,C25H40N7O17P3S,Cytosol,6280
C06714,3-Hydroxypimeloyl-CoA,C28H46N7O20P3S,Cytosol,8938
C06715,3-Oxopimeloyl-CoA,C28H44N7O20P3S,Cytosol,8939
C11946,"cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA",C31H50N7O17P3S,Cytosol,14107
C11947,"3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA",C31H52N7O18P3S,Cytosol,14108
C11945,"trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA",C31H50N7O17P3S,Cytosol,14106
C16468,"(2E)-5-Methylhexa-2,4-dienoyl-CoA",C28H44N7O17P3S,Cytosol,47205764
C16469,3-Hydroxy-5-methylhex-4-enoyl-CoA,C28H46N7O18P3S,Cytosol,47205765
C16471,5-Methyl-3-oxo-4-hexenoyl-CoA,C28H44N7O18P3S,Cytosol,47205767
C00334,4-Aminobutanoate,C4H9NO2,Cytosol,3628
C00232,Succinate semialdehyde,C4H6O3,Cytosol,3531
C00433,"2,5-Dioxopentanoate",C5H6O4,Cytosol,3722
C00071,Aldehyde,CHOR,Cytosol,3371
C05665,3-Aminopropanal,C3H7NO,Cytosol,7975
C00577,D-Glyceraldehyde,C3H6O3,Cytosol,3856
C00258,D-Glycerate,C3H6O4,Cytosol,3557
C00555,4-Aminobutyraldehyde,C4H9NO,Cytosol,3835
C00637,Indole-3-acetaldehyde,C10H9NO,Cytosol,3910
C05985,2-Propynal,C3H2O,Cytosol,8263
C00804,Propynoate,C3H2O2,Cytosol,4062
C02670,D-Glucuronolactone,C6H8O6,Cytosol,5641
C00818,D-Glucarate,C6H10O8,Cytosol,4076
C01149,4-Trimethylammoniobutanal,C7H16NO,Cytosol,4378
C01181,4-Trimethylammoniobutanoate,C7H16NO2,Cytosol,4408
C02170,Methylmalonate,C4H6O4,Cytosol,5245
C05130,Imidazole-4-acetaldehyde,C5H6N2O,Cytosol,7550
C02835,Imidazole-4-acetate,C5H6N2O2,Cytosol,5778
C05445,"3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al",C27H46O3,Cytosol,7807
C04554,"3alpha,7alpha-Dihydroxy-5beta-cholestanate",C27H46O4,Cytosol,7159
C05634,5-Hydroxyindoleacetaldehyde,C10H9NO2,Cytosol,7945
C05635,5-Hydroxyindoleacetate,C10H9NO3,Cytosol,7946
C05936,N4-Acetylaminobutanal,C6H11NO2,Cytosol,8223
C02946,4-Acetamidobutanoate,C6H11NO3,Cytosol,5865
C06613,trans-3-Chloroallyl aldehyde,C3H3ClO,Cytosol,8839
C06614,trans-3-Chloroacrylic acid,C3H3ClO2,Cytosol,8840
C16348,cis-3-Chloroallyl aldehyde,C3H3ClO,Cytosol,47205656
C06615,cis-3-Chloroacrylic acid,C3H3ClO2,Cytosol,8841
C06755,Chloroacetic acid,C2H3ClO2,Cytosol,8976
C02576,Perillyl aldehyde,C10H14O,Cytosol,5571
C11924,Perillic acid,C10H14O2,Cytosol,14085
C03461,"2-trans,6-trans-Farnesal",C15H24O,Cytosol,6281
C16502,Farnesoic acid,C15H24O2,Cytosol,47205798
C15547,"1,4-Dihydroxy-2-naphthoyl-CoA",C32H42N7O19P3S,Cytosol,17396539
C03657,"1,4-Dihydroxy-2-naphthoate",C11H8O4,Cytosol,6435
C06098,Zeaxanthin,C40H56O2,Cytosol,8363
C08579,Antheraxanthin,C40H56O3,Cytosol,10772
C08614,Violaxanthin,C40H56O4,Cytosol,10807
C00576,Betaine aldehyde,C5H12NO,Cytosol,3855
C00719,Betaine,C5H11NO2,Cytosol,3985
C00483,Tyramine,C8H11NO,Cytosol,3766
C03765,4-Hydroxyphenylacetaldehyde,C8H8O2,Cytosol,6521
C01888,Aminoacetone,C3H7NO,Cytosol,5001
C00546,Methylglyoxal,C3H4O2,Cytosol,3827
C05332,Phenethylamine,C8H11N,Cytosol,7711
C00601,Phenylacetaldehyde,C8H8O,Cytosol,3876
C00986,"1,3-Diaminopropane",C3H10N2,Cytosol,4233
C02723,N-Methylputrescine,C5H14N2,Cytosol,5685
C06178,1-Methylpyrrolinium,C5H10N,Cytosol,8429
C03758,Dopamine,C8H11NO2,Cytosol,6517
C04043,"3,4-Dihydroxyphenylacetaldehyde",C8H8O3,Cytosol,6744
C00218,Methylamine,CH5N,Cytosol,3518
C12455,5-Aminopentanal,C5H11NO,Cytosol,582845
C00506,L-Cysteate,C3H7NO5S,Cytosol,3789
C00606,3-Sulfino-L-alanine,C3H7NO4S,Cytosol,3881
C00519,Hypotaurine,C2H7NO2S,Cytosol,3802
C00246,Butanoic acid,C4H8O2,Cytosol,3545
C16272,3-Hydroxy-5-oxohexanoate,C6H10O4,Cytosol,47205580
C16273,3-Hydroxy-5-oxohexanoyl-CoA,C27H44N7O19P3S,Cytosol,47205581
C04246,But-2-enoyl-[acyl-carrier protein],C4H5OSR,Cytosol,6911
C05754,trans-Dec-2-enoyl-[acp],C10H17OSR,Cytosol,8049
C05751,trans-Oct-2-enoyl-[acp],C8H13OSR,Cytosol,8046
C05763,trans-Hexadec-2-enoyl-[acp],C16H29OSR,Cytosol,8058
C05760,trans-Tetradec-2-enoyl-[acp],C14H25OSR,Cytosol,8055
C05748,trans-Hex-2-enoyl-[acp],C6H9OSR,Cytosol,8043
C05758,trans-Dodec-2-enoyl-[acp],C12H21OSR,Cytosol,8053
C00693,"trans-2,3-Dehydroacyl-[acyl-carrier protein]",C3H2OSR2,Cytosol,3961
C00226,Primary alcohol,CH3OR,Cytosol,3526
C00469,Ethanol,C2H6O,Cytosol,3752
C00473,Retinol,C20H30O,Cytosol,3756
C00376,Retinal,C20H28O,Cytosol,3666
C05444,"3alpha,7alpha,26-Trihydroxy-5beta-cholestane",C27H48O3,Cytosol,7806
C05576,"3,4-Dihydroxyphenylethyleneglycol",C8H10O4,Cytosol,7902
C05577,"3,4-Dihydroxymandelaldehyde",C8H8O4,Cytosol,7903
C14089,1-Hydroxymethylnaphthalene,C11H10O,Cytosol,854325
C14090,1-Naphthaldehyde,C11H8O,Cytosol,854326
C02909,(2-Naphthyl)methanol,C11H10O,Cytosol,5834
C14099,2-Naphthaldehyde,C11H8O,Cytosol,854335
C06899,Chloral hydrate,C2H3Cl3O2,Cytosol,9116
C07490,Trichloroethanol,C2H3Cl3O,Cytosol,9693
C07645,Aldophosphamide,C7H15Cl2N2O3P,Cytosol,9847
C16551,Alcophosphamide,C7H17Cl2N2O3P,Cytosol,51090880
C16586,"2-Phenyl-1,3-propanediol monocarbamate",C10H13NO3,Cytosol,51090913
C16587,3-Carbamoyl-2-phenylpropionaldehyde,C10H11NO3,Cytosol,51090914
C16595,"4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one",C10H11NO3,Cytosol,51090922
C16596,"5-Phenyl-1,3-oxazinane-2,4-dione",C10H9NO3,Cytosol,51090923
C00599,Cholest-4-en-3-one,C27H44O,Cytosol,3875
C21076,Delta4-Dafachronic acid,C27H42O3,Cytosol,295369338
C20252,"5-Androstene-3,17-dione",C19H26O2,Cytosol,163311995
C00280,Androstenedione,C19H26O2,Cytosol,3575
C00395,Penicillin,C9H11N2O4SR,Cytosol,3685
C06567,Penicilloic acid,C8H13N2O4SR,Cytosol,8796
C02265,D-Phenylalanine,C9H11NO2,Cytosol,5326
C00405,D-Amino acid,C2H4NO2R,Cytosol,3695
C01250,N-Acetyl-L-glutamate 5-semialdehyde,C7H11NO4,Cytosol,4470
C04133,N-Acetyl-L-glutamate 5-phosphate,C7H12NO8P,Cytosol,6819
C00624,N-Acetyl-L-glutamate,C7H11NO5,Cytosol,3897
C00437,N-Acetylornithine,C7H14N2O3,Cytosol,3726
C00169,Carbamoyl phosphate,CH4NO5P,Cytosol,3469
C03406,N-(L-Arginino)succinate,C10H18N4O6,Cytosol,6235
C00239,dCMP,C9H14N3O7P,Cytosol,3538
C00197,3-Phospho-D-glycerate,C3H7O7P,Cytosol,3497
C00184,Glycerone,C3H6O3,Cytosol,3484
C01099,L-Fuculose 1-phosphate,C6H13O8P,Cytosol,4333
C00424,(S)-Lactaldehyde,C3H6O2,Cytosol,3714
C22337,D-Ribulose 1-phosphate,C5H11O8P,Cytosol,497619697
C05727,S-Substituted N-acetyl-L-cysteine,C5H8NO3SR,Cytosol,8030
C01326,Hydrogen cyanide,CHN,Cytosol,4537
C05147,trans-3-Hydroxy-L-proline,C5H9NO3,Cytosol,7565
C20643,2-Heptyl-4(1H)-quinolone,C16H21NO,Cytosol,172232367
C11848,2-Heptyl-3-hydroxy-quinolone,C16H21NO2,Cytosol,14010
C15521,Alkanesulfonate,CH3O3SR,Cytosol,17396513
C11145,Methanesulfonic acid,CH4SO3,Cytosol,13327
C00168,Hydroxypyruvate,C3H4O4,Cytosol,3468
C00989,4-Hydroxybutanoic acid,C4H8O3,Cytosol,4235
C20876,Very-long-chain acyl-CoA,C26H43N7O17P3SR,Cytosol,254741342
C22857,Very-long-chain alpha-carboxyacyl-CoA,C27H43N7O19P3SR,Cytosol,497620209
C05382,Sedoheptulose 7-phosphate,C7H15O10P,Cytosol,7756
C12214,Aminofructose 6-phosphate,C6H14NO8P,Cytosol,14359
C12215,Iminoerythrose 4-phosphate,C4H10NO6P,Cytosol,14360
C00041,L-Alanine,C3H7NO2,Cytosol,3343
C06099,(R)-Limonene,C10H16,Cytosol,8364
C07271,"Limonene-1,2-epoxide",C10H16O,Cytosol,9480
C00521,(S)-Limonene,C10H16,Cytosol,3804
C19081,"(4S)-Limonene-1,2-epoxide",C10H16O,Cytosol,124489753
C05986,2-Propyn-1-ol,C3H4O,Cytosol,8264
C00207,Acetone,C3H6O,Cytosol,3507
C00031,D-Glucose,C6H12O6,Cytosol,3333
C07836,D-glycero-beta-D-manno-Heptose 7-phosphate,C7H15O10P,Cytosol,10038
C19882,D-glycero-D-manno-Heptose 7-phosphate,C7H15O10P,Cytosol,135626348
C19878,D-glycero-alpha-D-manno-Heptose 7-phosphate,C7H15O10P,Cytosol,135626344
C16396,"2,4-Diamino-6-nitrotoluene",C7H9N3O2,Cytosol,47205694
C16399,"2,4-Diamino-6-hydroxylaminotoluene",C7H11N3O,Cytosol,47205697
C00196,"2,3-Dihydroxybenzoate",C7H6O4,Cytosol,3496
C05821,Enterochelin,C30H27N3O15,Cytosol,8116
C03046,"(S,S)-Butane-2,3-diol",C4H10O2,Cytosol,5949
C01769,(S)-Acetoin,C4H8O2,Cytosol,4902
C00741,Diacetyl,C4H6O2,Cytosol,4004
C20657,"meso-2,3-Butanediol",C4H10O2,Cytosol,172232379
C00810,(R)-Acetoin,C4H8O2,Cytosol,4068
C00575,"3',5'-Cyclic AMP",C10H12N5O6P,Cytosol,3854
C00590,Coniferyl alcohol,C10H12O3,Cytosol,3869
C15805,Guaiacyl lignin,,Cytosol,47205130
C02325,Sinapyl alcohol,C11H14O4,Cytosol,5377
C15806,Syringyl lignin,,Cytosol,47205131
C02646,4-Coumaryl alcohol,C9H10O2,Cytosol,5623
C15804,p-Hydroxyphenyl lignin,,Cytosol,47205129
C12205,5-Hydroxyconiferyl alcohol,C10H12O4,Cytosol,14351
C15807,5-Hydroxy-guaiacyl lignin,,Cytosol,47205132
C07054,Isoniazid,C6H7N3O,Cytosol,9266
C21754,Isonicotinoyl radical,C6H4NO,Cytosol,354264348
C05360,Diimine,N2H2,Cytosol,7737
C01037,"7,8-Diaminononanoate",C9H20N2O2,Cytosol,4280
C01909,Dethiobiotin,C10H18N2O3,Cytosol,5017
C22458,8-Amino-7-(carboxyamino)nonanoate,C10H20N2O4,Cytosol,497619817
C01063,Pimeloyl-CoA,C28H46N7O19P3S,Cytosol,4302
C01092,8-Amino-7-oxononanoate,C9H17NO3,Cytosol,4327
C19845,Pimeloyl-[acyl-carrier protein],C7H11O3SR,Cytosol,135626312
C04425,S-Adenosyl-4-methylthio-2-oxobutanoate,C15H20N5O6S,Cytosol,7057
C17023,Sulfur donor,,Cytosol,96023504
C05359,e-,,Cytosol,7736
C04573,UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate,C17H25N3O18P2,Cytosol,7174
C20395,UDP-2-acetamido-2-deoxy-alpha-D-ribo-hex-3-uluronate,C17H23N3O18P2,Cytosol,163312133
C20359,"UDP-2-acetamido-3-amino-2,3-dideoxy-alpha-D-glucuronate",C17H26N4O17P2,Cytosol,163312097
C03273,5-Oxopentanoate,C5H8O3,Cytosol,6134
C00489,Glutarate,C5H8O4,Cytosol,3772
C00463,Indole,C8H7N,Cytosol,3747
C00078,L-Tryptophan,C11H12N2O2,Cytosol,3378
C03506,Indoleglycerol phosphate,C11H14NO6P,Cytosol,6317
C13747,"1,7-Dimethylxanthine",C7H8N4O2,Cytosol,586336
C16365,5-Acetylamino-6-formylamino-3-methyluracil,C8H10N4O4,Cytosol,47205673
C16420,4-Acetamido-2-amino-6-nitrotoluene,C9H11N3O3,Cytosol,47205718
C07585,N-Acetylisoniazid,C8H9N3O2,Cytosol,9787
C07447,Acetylhydrazine,C2H6N2O,Cytosol,9650
C16622,"N,N'-Diacetylhydrazine",C4H8N2O2,Cytosol,51090948
C05361,Hydrazine,N2H4,Cytosol,7738
C00587,3-Hydroxybenzoate,C7H6O3,Cytosol,3866
C00628,"2,5-Dihydroxybenzoate",C7H6O4,Cytosol,3901
C16850,"2-Amino-3,7-dideoxy-D-threo-hept-6-ulosonic acid",C7H13NO5,Cytosol,96023374
C00944,3-Dehydroquinate,C7H10O6,Cytosol,4196
C15794,Castasterone,C28H48O5,Cytosol,47205119
C19873,26-Hydroxycastasterone,C28H48O6,Cytosol,135626339
C08814,Brassinolide,C28H48O6,Cytosol,11007
C19874,26-Hydroxybrassinolide,C28H48O7,Cytosol,135626340
C02642,3-Ureidopropionate,C4H8N2O3,Cytosol,5621
C21029,(R)-3-Ureidoisobutyrate,C5H10N2O3,Cytosol,254816254
C01205,(R)-3-Amino-2-methylpropanoate,C4H9NO2,Cytosol,4429
C00545,L-Arabinonate,C5H10O6,Cytosol,3826
C00684,2-Dehydro-3-deoxy-L-arabinonate,C5H8O5,Cytosol,3953
C20940,L-Dihydroanticapsin,C9H15NO4,Cytosol,254741402
C20941,L-Anticapsin,C9H13NO4,Cytosol,254741403
C11402,"(4R,7R)-4-Isopropenyl-7-methyl-2-oxo-oxepanone",C10H16O2,Cytosol,13576
C11404,(3R)-6-Hydroxy-3-isopropenyl-heptanoate,C10H18O3,Cytosol,13578
C11403,"(3S,6R)-6-Isopropenyl-3-methyl-2-oxo-oxepanone",C10H16O2,Cytosol,13577
C11406,(5R)-6-Hydroxy-5-isopropenyl-2-methylhexanoate,C10H18O3,Cytosol,13580
C11414,"(4S,7R)-4-Isopropenyl-7-methyl-2-oxo-oxepanone",C10H16O2,Cytosol,13588
C11417,(3S)-6-Hydroxy-3-isopropenyl-heptanoate,C10H18O3,Cytosol,13591
C11418,"(3S,6S)-6-Isopropenyl-3-methyl-2-oxo-oxepanone",C10H16O2,Cytosol,13592
C11420,(5S)-6-Hydroxy-5-isopropenyl-2-methylhexanoate,C10H18O3,Cytosol,13594
C00940,2-Oxoglutaramate,C5H7NO4,Cytosol,4192
C02362,2-Oxosuccinamate,C4H5NO4,Cytosol,5407
C07108,Tamoxifen,C26H29NO,Cytosol,9319
C16545,Tamoxifen N-oxide,C26H29NO2,Cytosol,51090874
C19846,Pimeloyl-[acyl-carrier protein] methyl ester,C8H13O3SR,Cytosol,135626313
C15556,"L-3,4-Dihydroxybutan-2-one 4-phosphate",C4H9O6P,Cytosol,17396548
C00186,(S)-Lactate,C3H6O3,Cytosol,3486
C00979,O-Acetyl-L-serine,C5H9NO4,Cytosol,4228
C00133,D-Alanine,C3H7NO2,Cytosol,3433
C00653,Poly(ribitol phosphate),(C5H11O7P)n,Cytosol,3924
C04260,O-D-Alanyl-poly(ribitol phosphate),(C8H16NO8P)n,Cytosol,6925
G13185,Glycan,(DAG)1 (Glc)2 (GlcNAc)1 (Gro)2 (*)1 (P)2,Cytosol,
G13186,Glycan,(Ala)1 (DAG)1 (Glc)2 (GlcNAc)1 (Gro)2 (*)1 (P)2,Cytosol,
G13167,Glycan,(Glc)1 (GlcNAc)1 (Gro)2 (ManNAc)1 (*)1 (P)2 (PP-Und)1,Cytosol,
G13180,Glycan,(Ala)1 (Glc)1 (GlcNAc)1 (Gro)2 (ManNAc)1 (*)1 (P)2 (PP-Und)1,Cytosol,
G13170,Glycan,(Glc)1 (GlcNAc)1 (Gro)1 (ManNAc)1 (Rib-ol)2 (*)1 (P)3 (PP-Und)1,Cytosol,
G13171,Glycan,(Ala)1 (Glc)1 (GlcNAc)1 (Gro)1 (ManNAc)1 (Rib-ol)2 (*)1 (P)3 (PP-Und)1,Cytosol,
G13174,Glycan,(GlcNAc)2 (Gro)2 (ManNAc)1 (Rib-ol)1 (*)1 (P)3 (PP-Und)1,Cytosol,
G13175,Glycan,(Ala)1 (GlcNAc)2 (Gro)2 (ManNAc)1 (Rib-ol)1 (*)1 (P)3 (PP-Und)1,Cytosol,
G13176,Glycan,(GlcNAc)2 (Gro)2 (ManNAc)1 (Rib-ol)1 (*)1 (P)3 (PP-Und)1,Cytosol,
G13177,Glycan,(Ala)1 (GlcNAc)2 (Gro)2 (ManNAc)1 (Rib-ol)1 (*)1 (P)3 (PP-Und)1,Cytosol,
G13178,Glycan,(GlcNAc)2 (Gro)2 (ManNAc)1 (Rib-ol)1 (*)1 (P)3 (PP-Und)1,Cytosol,
G13179,Glycan,(Ala)1 (GlcNAc)2 (Gro)2 (ManNAc)1 (Rib-ol)1 (*)1 (P)3 (PP-Und)1,Cytosol,
G13192,Glycan,(DAG)1 (Gal)2 (Glc)1 (Gro)2 (*)1 (P)2,Cytosol,
G13193,Glycan,(Ala)1 (DAG)1 (Gal)2 (Glc)1 (Gro)2 (*)1 (P)2,Cytosol,
C02798,3-Phosphonopyruvate,C3H5O6P,Cytosol,5748
C00905,D-Fructuronate,C6H10O7,Cytosol,4160
C00187,Cholesterol,C27H46O,Cytosol,3487
C01164,7-Dehydrocholesterol,C27H44O,Cytosol,4391
C00811,4-Coumarate,C9H8O3,Cytosol,4069
C00223,p-Coumaroyl-CoA,C30H42N7O18P3S,Cytosol,3523
C01197,Caffeate,C9H8O4,Cytosol,4422
C00323,Caffeoyl-CoA,C30H42N7O19P3S,Cytosol,3617
C01494,Ferulate,C10H10O4,Cytosol,4664
C00406,Feruloyl-CoA,C31H44N7O19P3S,Cytosol,3696
C00482,Sinapate,C11H12O5,Cytosol,3765
C00411,Sinapoyl-CoA,C32H46N7O20P3S,Cytosol,3701
C00423,trans-Cinnamate,C9H8O2,Cytosol,3713
C00540,Cinnamoyl-CoA,C30H42N7O17P3S,Cytosol,3821
C05619,5-Hydroxyferulic acid,C10H10O5,Cytosol,7937
C12203,5-Hydroxyferuloyl-CoA,C31H44N7O20P3S,Cytosol,14349
C05280,"cis,cis-3,6-Dodecadienoyl-CoA",C33H54N7O17P3S,Cytosol,7667
C05279,"trans,cis-Lauro-2,6-dienoyl-CoA",C33H54N7O17P3S,Cytosol,7666
C14180,S-(Hydroxymethyl)glutathione,C11H19N3O7S,Cytosol,7846992
C01031,S-Formylglutathione,C11H17N3O7S,Cytosol,4274
C00662,Reduced adrenal ferredoxin,,Cytosol,3931
C00667,Oxidized adrenal ferredoxin,,Cytosol,3936
C00157,Phosphatidylcholine,C10H18NO8PR2,Cytosol,3457
C00588,Choline phosphate,C5H15NO4P,Cytosol,3867
C00344,Phosphatidylglycerol,C8H13O10PR2,Cytosol,3637
C00346,Ethanolamine phosphate,C2H8NO4P,Cytosol,3639
C01194,1-Phosphatidyl-D-myo-inositol,C11H17O13PR2,Cytosol,4419
C04756,O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine,C8H14NO7PR2,Cytosol,7325
C03454,1-Alkenyl-2-acylglycerol,C6H8O4R2,Cytosol,6274
C03044,"(R,R)-Butane-2,3-diol",C4H10O2,Cytosol,5947
C02350,(S)-Allantoin,C4H6N4O3,Cytosol,5397
C00499,Allantoate,C4H8N4O4,Cytosol,3782
C00270,N-Acetylneuraminate,C11H19NO9,Cytosol,3568
C00645,N-Acetyl-D-mannosamine,C8H15NO6,Cytosol,3918
C22382,Aceneuramate,C11H19NO9,Cytosol,497619742
C00398,Tryptamine,C10H12N2,Cytosol,3688
C00547,L-Noradrenaline,C8H11NO3,Cytosol,3828
C00780,Serotonin,C10H12N2O,Cytosol,4041
C00788,L-Adrenaline,C9H13NO3,Cytosol,4046
C02714,N-Acetylputrescine,C6H14N2O,Cytosol,5677
C05127,N-Methylhistamine,C6H11N3,Cytosol,7548
C05827,Methylimidazole acetaldehyde,C6H8N2O,Cytosol,8121
C05587,3-Methoxytyramine,C9H13NO2,Cytosol,7912
C05581,3-Methoxy-4-hydroxyphenylacetaldehyde,C9H10O3,Cytosol,7907
C05589,L-Normetanephrine,C9H13NO3,Cytosol,7914
C05583,3-Methoxy-4-hydroxyphenylglycolaldehyde,C9H10O4,Cytosol,7909
C05588,L-Metanephrine,C10H15NO3,Cytosol,7913
C05636,3-Hydroxykynurenamine,C9H12N2O2,Cytosol,7947
C05637,"4,8-Dihydroxyquinoline",C9H7NO2,Cytosol,7948
C05638,5-Hydroxykynurenamine,C9H12N2O2,Cytosol,7949
C05639,"4,6-Dihydroxyquinoline",C9H7NO2,Cytosol,7950
C07572,Citalopram,C20H21FN2O,Cytosol,9775
C16612,Citalopram aldehyde,C18H14FNO2,Cytosol,51090938
C00543,Dimethylamine,C2H7N,Cytosol,3824
C16608,Demethylcitalopram,C19H19FN2O,Cytosol,51090934
C16609,Didemethylcitalopram,C18H17FN2O,Cytosol,51090935
C21299,RCH2NHR',CH3N(R1)(R2),Cytosol,318172279
C21300,R'NH2,NH2R,Cytosol,318172280
C00900,2-Acetolactate,C5H8O4,Cytosol,4156
C06010,(S)-2-Acetolactate,C5H8O4,Cytosol,8282
C06006,(S)-2-Aceto-2-hydroxybutanoate,C6H10O4,Cytosol,8279
C00679,5-Dehydro-4-deoxy-D-glucarate,C6H8O7,Cytosol,3948
C01146,2-Hydroxy-3-oxopropanoate,C3H4O4,Cytosol,4376
C03921,2-Dehydro-3-deoxy-D-glucarate,C6H8O7,Cytosol,6650
C13453,Xanthoxin,C15H22O3,Cytosol,586193
C13455,Abscisic aldehyde,C15H20O3,Cytosol,586195
C01304,"2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one",C9H16N5O8P,Cytosol,4522
C19891,1D-chiro-Inositol,C6H12O6,Cytosol,135626357
C20251,1-Keto-D-chiro-inositol,C6H10O6,Cytosol,163311994
C05824,S-Sulfo-L-cysteine,C3H7NO5S2,Cytosol,8119
C15700,gamma-Glutamyl-gamma-aminobutyraldehyde,C9H16N2O4,Cytosol,47205026
C15767,4-(L-gamma-Glutamylamino)butanoate,C9H16N2O5,Cytosol,47205093
C19706,cis-3-Hydroxy-L-proline,C5H9NO3,Cytosol,135626174
C03826,2-Dehydro-3-deoxy-D-xylonate,C5H8O5,Cytosol,6569
C03434,Tetrachlorohydroquinone,C6H2Cl4O2,Cytosol,6261
C18933,Chloranil,C6Cl4O2,Cytosol,124489605
C04181,3-Hydroxy-3-methyl-2-oxobutanoic acid,C5H8O4,Cytosol,6858
C14463,(R)-3-Hydroxy-3-methyl-2-oxopentanoate,C6H10O4,Cytosol,17395463
C06082,Abscisate,C15H20O4,Cytosol,8348
C15514,8'-Hydroxyabscisate,C15H20O5,Cytosol,17396506
C00828,Menaquinone,C16H16O2(C5H8)n,Cytosol,4086
C05819,Menaquinol,C16H18O2(C5H8)n,Cytosol,8114
C01628,Vitamin K,C11H7O2R,Cytosol,4778
C05850,Reduced Vitamin K,C11H9O2R,Cytosol,8143
C02059,Phylloquinone,C31H46O2,Cytosol,5148
C03313,Phylloquinol,C31H48O2,Cytosol,6166
C00427,Prostaglandin H2,C20H32O5,Cytosol,3717
C02198,Thromboxane A2,C20H32O5,Cytosol,5266
C18902,Methylselenic acid,CH4O2Se,Cytosol,124489574
C05703,Methaneselenol,CH4Se,Cytosol,8010
C00409,Methanethiol,CH4S,Cytosol,3699
C02225,2-Methylcitrate,C7H10O7,Cytosol,5290
C04225,"(Z)-But-2-ene-1,2,3-tricarboxylate",C7H8O6,Cytosol,6896
C04489,5-Methyltetrahydropteroyltri-L-glutamate,C30H39N9O12,Cytosol,7108
C04144,Tetrahydropteroyltri-L-glutamate,C29H37N9O12,Cytosol,6829
C00047,L-Lysine,C6H14N2O2,Cytosol,3349
C05341,beta-Alanyl-L-lysine,C9H19N3O3,Cytosol,7719
C05340,beta-Alanyl-L-arginine,C9H19N5O3,Cytosol,7718
C00135,L-Histidine,C6H9N3O2,Cytosol,3435
C00386,Carnosine,C9H14N4O3,Cytosol,3676
C00884,Homocarnosine,C10H16N4O3,Cytosol,4140
C01152,N(pi)-Methyl-L-histidine,C7H11N3O2,Cytosol,4381
C01262,beta-Alanyl-N(pi)-methyl-L-histidine,C10H16N4O3,Cytosol,4481
C20942,Bacilysin,C12H18N2O5,Cytosol,254741404
C15977,[Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylpropanoyl)dihydrolipoyllysine,C12H22NO2S2R,Cytosol,47205290
C15975,[Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(3-methylbutanoyl)dihydrolipoyllysine,C13H24NO2S2R,Cytosol,47205288
C15979,[Dihydrolipoyllysine-residue (2-methylpropanoyl)transferase] S-(2-methylbutanoyl)dihydrolipoyllysine,C13H24NO2S2R,Cytosol,47205292
C15976,2-Methyl-1-hydroxypropyl-ThPP,C16H27N4O8P2S,Cytosol,47205289
C15974,3-Methyl-1-hydroxybutyl-ThPP,C17H29N4O8P2S,Cytosol,47205287
C15978,2-Methyl-1-hydroxybutyl-ThPP,C17H29N4O8P2S,Cytosol,47205291
C21017,2-(alpha-Hydroxypropyl)thiamine diphosphate,C15H25N4O8P2S,Cytosol,254741471
C21018,Enzyme N6-(S-propyldihydrolipoyl)lysine,C11H20NO2S2R,Cytosol,254741472
C04732,5-Amino-6-(1-D-ribitylamino)uracil,C9H16N4O6,Cytosol,7303
C21971,"5-Amino-5-(4-hydroxybenzyl)-6-(D-ribitylimino)-5,6-dihydrouracil",C16H22N4O7,Cytosol,376219004
C19154,"7,8-Didemethyl-8-hydroxy-5-deazariboflavin",C16H17N3O7,Cytosol,124489826
C04377,"5,10-Methylenetetrahydromethanopterin",C31H45N6O16P,Cytosol,7018
C01080,Reduced coenzyme F420,C29H38N5O18P,Cytosol,4318
C04488,"5-Methyl-5,6,7,8-tetrahydromethanopterin",C31H47N6O16P,Cytosol,7107
C00876,Coenzyme F420,C29H36N5O18P,Cytosol,4132
C20870,3-(Methylthio)propanoyl-CoA,C25H42N7O17P3S2,Cytosol,254741336
C20955,3-(Methylthio)acryloyl-CoA,C25H40N7O17P3S2,Cytosol,254741416
C01061,4-Fumarylacetoacetate,C8H8O6,Cytosol,4300
C06526,Quinine,C20H24N2O2,Cytosol,8757
C07344,3-Hydroxyquinine,C20H24N2O3,Cytosol,9551
C00829,Naphthalene,C10H8,Cytosol,4087
C14786,"(1R,2S)-Naphthalene 1,2-oxide",C10H8O,Cytosol,17395784
C14787,"(1S,2R)-Naphthalene 1,2-oxide",C10H8O,Cytosol,17395785
C01595,Linoleate,C18H32O2,Cytosol,4750
C14825,9(10)-EpOME,C18H32O3,Cytosol,17395823
C14826,12(13)-EpOME,C18H32O3,Cytosol,17395824
