Metabolite ID,Name,Formula/Composition,Compartment,PubChem ID,Canonical SMILES
C00048,Glyoxylate,C2H2O3,Cytosol,3350,CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C
C00515,D-Ornithine,C5H12N2O2,Cytosol,3798,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC=C3)OC
C01110,5-Amino-2-oxopentanoic acid,C5H9NO3,Cytosol,4342,CCN(CC)CCNC(=O)C1=CC=C(C=C1)NC(=O)C
C00763,D-Proline,C5H9NO2,Cytosol,4025,C1CC(NC(C1)CCN)CCN
C03564,1-Pyrroline-2-carboxylate,C5H7NO2,Cytosol,6356,B(F)(F)F
C00792,D-Arginine,C6H14N4O2,Cytosol,4050,CCCCCC=CCC=CCCCCCCCC(=O)NC(C)C1=CC=CC=C1
C03771,5-Guanidino-2-oxopentanoate,C6H11N3O3,Cytosol,6525,C#CC1(CCCCC1)O
C03440,cis-4-Hydroxy-D-proline,C5H9NO3,Cytosol,6264,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])F
C04282,1-Pyrroline-4-hydroxy-2-carboxylate,C5H7NO3,Cytosol,6944,CC1=CC=CC=C1[N+](=O)[O-]
C00916,Cephalosporin C,C16H21N3O8S,Cytosol,4170,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl
C04712,(7R)-7-(5-Carboxy-5-oxopentanoyl)aminocephalosporinate,C16H18N2O9S,Cytosol,7284,CCC(C)C=O
C15522,4a-Hydroxytetrahydrobiopterin,C9H15N5O4,Cytosol,17396514,COCC1=CC(=CC=C1)C(=O)NC2=CC=CC=C2O
C00268,Dihydrobiopterin,C9H13N5O3,Cytosol,3566,CC1=C2C(=C3C=CC(=CC3=N2)OC)C=CN1
C00091,Succinyl-CoA,C25H40N7O19P3S,Cytosol,3391,C1C(C(C(C1O)C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)CC=CCCCC(=O)O)O
C03972,"2,3,4,5-Tetrahydrodipicolinate",C7H9NO4,Cytosol,6692,CC(=O)CC(C1=CC=C(C=C1)Cl)C2=C(OC3=CC=CC=C3C2=O)O
C04462,N-Succinyl-2-L-amino-6-oxoheptanedioate,C11H15NO8,Cytosol,7087,CC1=CC2=C(C=C1)N=C(S2)C3=CC=C(C=C3)N
C04421,"N-Succinyl-LL-2,6-diaminoheptanedioate",C11H18N2O7,Cytosol,7053,CC1=C(NC2=CC=CC=C12)C
C00666,"LL-2,6-Diaminoheptanedioate",C7H14N2O4,Cytosol,3935,CCCCCC(C(C=CC=CC=CC=CC(CCCC(=O)O)O)O)O
C20062,"2-(1,2-Epoxy-1,2-dihydrophenyl)acetyl-CoA",C29H42N7O18P3S,Cytosol,135626528,CC1C(=O)NC2=NC3=C(CN12)C(=C(C=C3)OCCCCC(=O)N(CCO)C4CCCCC4)Cl
C19975,2-Oxepin-2(3H)-ylideneacetyl-CoA,C29H42N7O18P3S,Cytosol,135626441,CC1=NN(C2=C1N=C(NC2=O)C3=CC(=CC(=C3)OC)OC)C
C19945,"3-Oxo-5,6-dehydrosuberyl-CoA",C29H44N7O20P3S,Cytosol,135626411,CCOC1=CC=CC(=C1)C2=NC3=C(NC4=CC=CC=C42)N=CC=C3
C14144,5-Carboxy-2-pentenoyl-CoA,C27H42N7O19P3S,Cytosol,7846956,CC(C(=O)NC1=CC=CC=C1F)OC(=O)CCC2=NC3=CC=CC=C3S2
C05726,S-Substituted L-cysteine,C3H6NO2SR,Cytosol,8029,C1=COC=C1
C00088,Nitrite,HNO2,Cytosol,3388,CCCCCCCCCC(=O)OCCN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
C00244,Nitrate,HNO3,Cytosol,3543,C1CCC(C1)N2C=NC3=C(N=C(N=C32)NC4CCC(CC4)N)NCC5=CC=CC=C5
C00125,Ferricytochrome c,C42H44FeN8O8S2R4,Cytosol,3425,CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C
C00126,Ferrocytochrome c,C42H44FeN8O8S2R4,Cytosol,3426,C1C(C(C(C(O1)(CO)O)O)O)O
C15603,Hydroquinone,,Cytosol,17396595,C1=CC=C(C(=C1)CNC(=O)CN2C(=O)C3=CC=CC=C3N=N2)CN4C=CC=N4
C15602,Quinone,,Cytosol,17396594,C1=CC=C(C(=C1)CNC(=O)C2=CC=C(S2)Cl)CN3C=CC=N3
C21113,NMNH,C11H17N2O8P,Cytosol,312642082,
C00363,dTDP,C10H16N2O11P2,Cytosol,3654,C1=CC(=CC=C1C=CC2=C(C=C(C=C2)C(=N)N)O)C(=N)N
C00365,dUMP,C9H13N2O8P,Cytosol,3656,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)CO
C06001,(S)-3-Hydroxyisobutyrate,C4H8O3,Cytosol,8275,CCC(C)C1(C(=O)NC(=O)NC1=O)CC=C
C06002,(S)-Methylmalonate semialdehyde,C4H6O3,Cytosol,8276,CC[N+](C)(C)CCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N.[Br-]
C06481,L-Seryl-tRNA(Sec),C13H22NO12PR2(C5H8O6PR)n,Cytosol,8712,CC1=CC=CC=C1S
C05172,Selenophosphoric acid,H3PO3Se,Cytosol,7583,C1=CC=C(C=C1)OC2=CC=CC=C2
C06482,L-Selenocysteinyl-tRNA(Sec),C13H22NO11PSeR2(C5H8O6PR)n,Cytosol,8713,C1=CC=C(C(=C1)N)S
C01271,(3R)-3-Hydroxyacyl-[acyl-carrier protein],C3H4O2SR2,Cytosol,4490,CC1CCC(OC1C(C)C(=O)O)CC2CC(C(C3(O2)C(CC(O3)(C)C4CCC(O4)(C)C5C(CC(O5)C6C(CC(C(O6)(CO)O)C)C)C)C)C)OC
C00685,3-Oxoacyl-[acyl-carrier protein],C3H2O2SR2,Cytosol,3954,CN(C)C(=O)C(CC[NH+]1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4
C04618,(3R)-3-Hydroxybutanoyl-[acyl-carrier protein],C4H7O2SR,Cytosol,7208,C1=CC=C(C=C1)C(=O)OCCOC2=C(C=C(C=C2)Cl)Cl
C05744,Acetoacetyl-[acp],C4H5O2SR,Cytosol,8039,C(=O)(N)NNC(=O)N
C04619,(3R)-3-Hydroxydecanoyl-[acyl-carrier protein],C10H19O2SR,Cytosol,7209,C1=CC(=C(C=C1Cl)Cl)OCCOP(OCCOC2=C(C=C(C=C2)Cl)Cl)OCCOC3=C(C=C(C=C3)Cl)Cl
C05753,3-Oxodecanoyl-[acp],C10H17O2SR,Cytosol,8048,CCCCCCCCCC(=O)OCC
C04620,(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein],C8H15O2SR,Cytosol,7210,CC(CN=CC1=CC=CC=C1O)N=CC2=CC=CC=C2O
C05750,3-Oxooctanoyl-[acp],C8H13O2SR,Cytosol,8045,CCCCCCOCCOC(=O)CCCCC(=O)OCCOCCCCCC
C04633,(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein],C16H31O2SR,Cytosol,7222,C1=CC=C2C(=C1)N=CS2
C05762,3-Oxohexadecanoyl-[acp],C16H29O2SR,Cytosol,8057,CCCCCBr
C04688,(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein],C14H27O2SR,Cytosol,7269,CC1=CC(=C(C=C1C)C)C
C05759,3-Oxotetradecanoyl-[acp],C14H25O2SR,Cytosol,8054,CC(=O)OCCOC
C05747,(3R)-3-Hydroxyhexanoyl-[acyl-carrier protein],C6H11O2SR,Cytosol,8042,CCCCCCCCCCCCCC(=O)OC(C)C
C05746,3-Oxohexanoyl-[acp],C6H9O2SR,Cytosol,8041,C=CC(=O)NCNC(=O)C=C
C05757,(3R)-3-Hydroxydodecanoyl-[acyl-carrier protein],C12H23O2SR,Cytosol,8052,CC(C)CCOC=O
C05756,3-Oxododecanoyl-[acp],C12H21O2SR,Cytosol,8051,CCCCCC(=O)C
C16219,3-Oxostearoyl-[acp],C18H33O2SR,Cytosol,47205527,CCCC(=O)NCC(=O)NC1=CC=C(C=C1)C
C16220,(3R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein],C18H35O2SR,Cytosol,47205528,CCCC(=O)NCC(=O)NC1=CC=C(C=C1)OC
C20372,3-Ketoglutaryl-[acp] methyl ester,C6H7O4SR,Cytosol,163312110,CC1=CC(=NC(=C1C#N)C)N2CCC(C2)CN(C)C
C20373,3-Hydroxyglutaryl-[acp] methyl ester,C6H9O4SR,Cytosol,163312111,C1CN(CC2=CC(=NN2C1)C#N)C(=O)C3=C4C(=CC=C3)N=CS4
C20376,3-Ketopimeloyl-[acp] methyl ester,C8H11O4SR,Cytosol,163312114,CC1=CC=CC=C1S(=O)(=O)N2CCCC3(C2)CCC4=CN=C(N=C34)N(C)C
C20377,3-Hydroxypimeloyl-[acp] methyl ester,C8H13O4SR,Cytosol,163312115,CC(C)(C)C1CN(CC(O1)C2=CC=CC=C2)CCC(=O)O
C00083,Malonyl-CoA,C24H38N7O19P3S,Cytosol,3383,C1=CC=C(C(=C1)C2=C3C=CC(=O)C=C3OC4=C2C=CC(=C4)O)C(=O)O
C05223,Dodecanoyl-[acyl-carrier protein],C12H23OSR,Cytosol,7620,CCCCN(CCO)CCO
C00059,Sulfate,H2SO4,Cytosol,3359,COC1=CC2=C(C=C1)NC3=C2C4=C(C=C3)C=C[N+](=C4)CCNCCCCCCNCC[N+]5=CC6=C(C=CC7=C6C8=C(N7)C=CC(=C8)OC)C=C5
C00067,Formaldehyde,CH2O,Cytosol,3367,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)O)F)N
C00632,3-Hydroxyanthranilate,C7H7NO3,Cytosol,3905,CC(C)CC(C(CC1=CN=CN1)(C(=O)O)O)N
C05640,Cinnavalininate,C14H8N2O6,Cytosol,7951,CC1=CC(=CC(=C1)N)N
C00704,Superoxide,O2,Cytosol,3971,C1CN(CCN1)C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4
C00468,Estrone,C18H22O2,Cytosol,3751,CC1CC=C(C(C1(C)C)C=CC(=CCCC2(C(C(=C(C)C=O)CCC2(C)O)CCCO)CO)C)C
C05300,16alpha-Hydroxyestrone,C18H22O3,Cytosol,7684,CC1=CC=C(C=C1)NC(=O)C
C01227,Dehydroepiandrosterone,C19H28O2,Cytosol,4449,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl
C05139,16alpha-Hydroxydehydroepiandrosterone,C19H28O3,Cytosol,7558,CC(CC1CCCCC1)NC
C07047,Ifosfamide,C7H15Cl2N2O2P,Cytosol,9259,C1=CC=NN=C1
C16550,Dechloroethylcyclophosphamide,C5H12ClN2O2P,Cytosol,51090879,CC1=CN(N=C1)C2=CC=C(C=C2)C(=O)N(CC3=CC=NC=C3)C4CC4
C06754,Chloroacetaldehyde,C2H3ClO,Cytosol,8975,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)O)F)N
C16555,2-Dechloroethylifosfamide,C5H12ClN2O2P,Cytosol,51090884,CC1=CN(N=C1)C2=CC=C(C=C2)C(=O)NCCCOCCOC
C00777,Retinoate,C20H28O2,Cytosol,4038,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)[O-])Cl.[Na+]
C03024,[Reduced NADPH---hemoprotein reductase],,Cytosol,5930,CNC1=CC=C(C=C1)O.CNC1=CC=C(C=C1)O.OS(=O)(=O)O
C16679,all-trans-18-Hydroxyretinoic acid,C20H28O3,Cytosol,51091002,CC1=NN(C=C1C(=O)C=CC2=CSC(=N2)COC3=CC=CC=C3)C
C03161,[Oxidized NADPH---hemoprotein reductase],,Cytosol,6046,C1COCCN1N=O
C16680,"all-trans-5,6-Epoxyretinoic acid",C20H28O3,Cytosol,51091003,CC1=CC(=NC2=NC(=NN12)SCC3=CC(=CC=C3)C(=O)N(C)C)C
C16677,all-trans-4-Hydroxyretinoic acid,C20H28O3,Cytosol,51091000,CC1=NOC2=C1C=C(C=N2)C(=O)NCC3=CC=CC=C3N4CCCC4
C06800,Aflatoxin B1,C17H12O6,Cytosol,9019,CCCCOC(=S)[S-].CCCCOC(=S)[S-].[Zn+2]
C19585,Aflatoxin Q1,C17H12O7,Cytosol,124490257,COC1=C(C=C(C=C1)C2=C(C=CC(=C2)CC(CO)O)O)CC(CO)O
C19586,"Aflatoxin B1-exo-8,9-epoxide",C17H12O7,Cytosol,124490258,COC1=C(C=C(C=C1)C2=C(C=CC(=C2)CC(CO)O)O)CC(CO)O
C00153,Nicotinamide,C6H6N2O,Cytosol,3453,CCCCCC=CCC=CCC=CCCCCC(=O)O
C00253,Nicotinate,C6H5NO2,Cytosol,3552,C1=CC(=CC=C1C(=O)O)S(=O)(=O)N(Cl)Cl
C00198,"D-Glucono-1,5-lactone",C6H10O6,Cytosol,3498,CC(C)CC(CC(=O)NO)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC
C00257,D-Gluconic acid,C6H12O7,Cytosol,3556,CC(CCC(C)C(C)(C)C)C1CCC2C1(CCC3C2CC(C4C3(CC(C(C4)OS(=O)(=O)[O-])OS(=O)(=O)[O-])C)OS(=O)(=O)[O-])C
C01040,"L-Gulono-1,4-lactone",C6H10O6,Cytosol,4282,CCNCCCNCCCNCCCNCC
C00800,L-Gulonate,C6H12O7,Cytosol,4058,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2
C01880,epsilon-Caprolactone,C6H10O2,Cytosol,4993,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl
C06103,6-Hydroxyhexanoic acid,C6H12O3,Cytosol,8367,CCC(CC1=CNC2=CC=CC=C21)N
C00217,D-Glutamate,C5H9NO4,Cytosol,3517,C1=CC(=C(C(=C1)Cl)C=NN=C(N)N)Cl
C00081,ITP,C10H15N4O14P3,Cytosol,3381,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)F)C
C00700,XTP,C10H15N4O15P3,Cytosol,3968,CCNCC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C
C01345,dITP,C10H15N4O13P3,Cytosol,4550,C1CCC2=C(C1)C(=CC3=C(C(=O)N=C23)N=O)N(O)O
C06196,2'-Deoxyinosine 5'-phosphate,C10H13N4O7P,Cytosol,8446,CC1=NC2=CC=CC=C2S1
C16617,6-Mercaptopurine ribonucleoside triphosphate,C10H15N4O13P3S,Cytosol,51090943,CC(C1=C(C=CC(=C1)F)OC)NC(=O)C2CCCN(C2)C(=O)C3CC3
C00106,Uracil,C4H4N2O2,Cytosol,3406,CC1=CNN=C1
C01168,Pseudouridine 5'-phosphate,C9H13N2O9P,Cytosol,4395,CC(=NCCCC(C(=O)O)N)N
C00355,"3,4-Dihydroxy-L-phenylalanine",C9H11NO4,Cytosol,3648,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(=O)CC4
C17758,"4,5-seco-Dopa",C9H11NO6,Cytosol,96024085,CC1=C(C2=C(CCNC2C3CC4=CC=CC=C4N3)C=C1)C
C01586,Hippurate,C9H9NO3,Cytosol,4741,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCCNC(C)C7=CC=CC=C7)O
C00180,Benzoate,C7H6O2,Cytosol,3480,C(C1C(C(C(C2(O1)C(=O)NC(=N2)S)O)O)O)O
C21485,Cytidylyl molybdenum cofactor,C19H24MoN8O15P2S2,Cytosol,333497468,
C00366,Urate,C5H4N4O3,Cytosol,3657,C(=O)(N)NO
C00077,L-Ornithine,C5H12N2O2,Cytosol,3377,C1C[NH+](CC[NH+]1CC=CC2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
C00121,D-Ribose,C5H10O5,Cytosol,3421,CC1C(O1)P(=O)([O-])[O-]
C00673,2-Deoxy-D-ribose 5-phosphate,C5H11O7P,Cytosol,3942,C[N+]1(CCCC(=C(C2=CC=CS2)C3=CC=CS3)C1)C
C01801,Deoxyribose,C5H10O4,Cytosol,4927,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C
C04039,"2,3-Dihydroxy-3-methylbutanoate",C5H10O4,Cytosol,6741,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O
C04272,"(R)-2,3-Dihydroxy-3-methylbutanoate",C5H10O4,Cytosol,6935,CC1=CC(=C(C=C1Cl)N)S(=O)(=O)O
C06007,"(R)-2,3-Dihydroxy-3-methylpentanoate",C6H12O4,Cytosol,8280,CCC1(C(=O)N(C(=O)O1)C)C
C00671,(S)-3-Methyl-2-oxopentanoic acid,C6H10O3,Cytosol,3940,C1C(C(C(C(C1N)OC2C(CC(C(O2)CO)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)OC5C(C(C(C(O5)CO)O)O)O)O)N)O)O)N
C00378,Thiamine,C12H17N4OS,Cytosol,3668,CNC(=O)C1C(C(C(O1)N2C=NC3=C(N=CN=C32)NCC4=CC(=CC=C4)I)O)O
C04294,5-(2-Hydroxyethyl)-4-methylthiazole,C6H9NOS,Cytosol,6954,C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-]
C20267,4-Amino-5-aminomethyl-2-methylpyrimidine,C6H10N4,Cytosol,163312007,CN1C2=CC=CC=C2N=C1CN3CCC4(CC3)CNC(=O)CO4
C00032,Heme,C34H32FeN4O4,Cytosol,3334,COC(=O)NC1=NC2=C(N1)C=C(C=C2)SC3=CC=CC=C3
C00448,"trans,trans-Farnesyl diphosphate",C15H28O7P2,Cytosol,3736,CN(CC(CO)O)C(=O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)NC(=O)COC)I
C15672,Heme O,C49H58FeN4O5,Cytosol,47204998,CS(=O)(=O)NC1=CC=C(C=C1)C(=O)NCC2=COC=C2
C01011,(3S)-Citramalyl-CoA,C26H42N7O20P3S,Cytosol,4256,CCOC(=O)NC1=C[N+](=NC1)N2CCOCC2
C00490,Itaconate,C5H6O4,Cytosol,3773,C1CNCCC1C(=O)O
C00531,Itaconyl-CoA,C26H40N7O19P3S,Cytosol,3813,CC12C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(C(=O)OC)O
C02614,(S)-2-Methylmalate,C5H8O5,Cytosol,5599,C1=CC=C2C(=C1)C(=CN2)CC(=N)C(=O)O
C02505,2-Phenylacetamide,C8H9NO,Cytosol,5517,C1CN(CC1N)C2=C(C=C3C(=O)C(=CN(C3=N2)C4=C(C=C(C=C4)F)F)C(=O)O)F
C07086,Phenylacetic acid,C8H8O2,Cytosol,9297,CC(C)C(CC=C)C(=O)N
C02693,(Indol-3-yl)acetamide,C10H10N2O,Cytosol,5661,CC(=CC1N2C3C(CC(OO1)(C)C)N4C(=O)C5CCCN5C(=O)C4(C(C3C6=C2C=C(C=C6)OC)O)O)C
C00954,Indole-3-acetate,C10H9NO2,Cytosol,4205,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4
C03078,4-Guanidinobutanamide,C5H12N4O,Cytosol,5976,CN(C)N
C01035,4-Guanidinobutanoate,C5H11N3O2,Cytosol,4278,CN(C)C(=O)N=NC(=O)N(C)C
C03620,Monocarboxylic acid amide,CH2NOR,Cytosol,6404,CC(C)(C)CO
C00060,Carboxylate,CO2R,Cytosol,3360,C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC=C(C3=NC=C2)C(F)(F)F
C00511,Acrylic acid,C3H4O2,Cytosol,3794,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)O)OC
C01659,Acrylamide,C3H5NO,Cytosol,4808,CC1CCC2C(C1(CCCCC3(CC4(CCC3C(C4CC5=C(C=CC(=C5)OS(=O)(=O)O)O)(C)C)O)C)O)(CCCC(O2)(C)C)C
C09815,Benzamide,C7H7NO,Cytosol,12003,C1=CC(=C(C=C1O)Br)Br
C02962,D-Allose 6-phosphate,C6H13O9P,Cytosol,5878,CC12CCC3C(C1CCC2(C)O)CCC4C3(COC(=O)C4)C
C18096,D-Allulose 6-phosphate,C6H13O9P,Cytosol,96024313,CC1=C(C2=C(CCNC2C3=C(C=CN=C3)Cl)C=C1)C
C00101,Tetrahydrofolate,C19H23N7O6,Cytosol,3401,C1=CC=C(C=C1)C(C2=CC=C(C=C2)F)(C3=CC=CC=C3F)N4C=CN=C4
C09332,THF-L-glutamate,C24H30N8O9,Cytosol,11523,CC1CCC(CC1)C
C00415,Dihydrofolate,C19H21N7O6,Cytosol,3705,C1=CC2=C(C=C1S(=O)(=O)O)C(=C(N2)C3=NC4=C(C3=O)C=C(C=C4)S(=O)(=O)O)O
C03541,THF-polyglutamate,C24H30N8O9(C5H7NO3)n-2,Cytosol,6345,C(F)F
C11038,2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate,C10H17N3O11P2,Cytosol,13221,CC1(C2CCC(C2)C1(C)NC)C.Cl
C11039,2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate,C10H18N3O14P3,Cytosol,13222,CC(C)(C1=CC=CC=C1)C(=O)O
C00454,NDP,C5H11O10P2R,Cytosol,3740,C1=C(C(=C(C(=C1I)NC(=O)COCCOCCOCC(=O)NC2=C(C=C(C(=C2I)C(=O)O)I)I)I)C(=O)O)I
C00201,Nucleoside triphosphate,C5H12O13P3R,Cytosol,3501,CN1C2=CC=CC=C2C3=C4C(=C5C6=CC=CC=C6N(C5=C31)CCC#N)CNC4=O
C00104,IDP,C10H14N4O11P2,Cytosol,3404,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F
C00131,dATP,C10H16N5O12P3,Cytosol,3431,CCCCC(C)C(C(CC(C)CC(CCCCC(CC(C(C)N)O)O)O)OC(=O)CC(CC(=O)O)C(=O)O)OC(=O)CC(CC(=O)O)C(=O)O
C00286,dGTP,C10H16N5O13P3,Cytosol,3581,CC1=C(C2=CC3=C(C(=C([N-]3)C=C4C(C(=O)C(=N4)C=C5C(C(=O)C(=N5)C=C1[N-]2)(C)CC(=O)O)(C)CC(=O)O)C)CCC(=O)O)CCC(=O)O.[Fe+2]
C00458,dCTP,C9H16N3O13P3,Cytosol,3742,CC(=O)N(C)C1=C(C(=C(C(=C1I)C(=O)NCC(=O)NC2=C(C(=C(C(=C2I)C(=O)O)I)C(=O)NCCO)I)I)C(=O)NC)I
C00460,dUTP,C9H15N2O14P3,Cytosol,3744,C1=CC=C2C(=C1)C(=CN2)CCC(=O)O
C01344,dIDP,C10H14N4O10P2,Cytosol,4549,C1=CC=C(C=C1)CCCNC2=C(C=C(C=C2)[N+](=O)[O-])C(=O)O
C21748,5-Fluorouridine diphosphate,C9H13FN2O12P2,Cytosol,354264342,
C21749,5-Fluorouridine triphosphate,C9H14FN2O15P3,Cytosol,354264343,
C21750,5-Fluorodeoxyuridine diphosphate,C9H13FN2O11P2,Cytosol,354264344,
C21751,5-Fluorodeoxyuridine triphosphate,C9H14FN2O14P3,Cytosol,354264345,
C22442,dZDP,C10H16N6O9P2,Cytosol,497619801,
C22443,dZTP,C10H17N6O12P3,Cytosol,497619802,
C01996,Acetylcholine,C7H16NO2,Cytosol,5093,CCCCCCCCCCCCCCCCCC(=O)NCCCCC(C(=O)O)NC(=O)CCC(C(=O)N)NC(=O)C(C)NC(=O)C(C)OC1C(C(OC(C1O)CO)O)NC(=O)C
C03287,L-Glutamyl 5-phosphate,C5H10NO7P,Cytosol,6144,C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Na+].[Na+].[Na+].[Na+]
C01165,L-Glutamate 5-semialdehyde,C5H9NO3,Cytosol,4392,CC1=CC2=C(C=C1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O
C01102,O-Phospho-L-homoserine,C4H10NO6P,Cytosol,4336,CC(=CCCC(=CCCC(=CCSCC(C(=O)OC)NC(=O)C)C)C)C
C06056,4-Hydroxy-L-threonine,C4H9NO4,Cytosol,8326,C12=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)OC2=O
C06032,D-erythro-3-Methylmalate,C5H8O5,Cytosol,8304,CC(C)OP(OC(C)C)OC(C)C
C04411,"(2R,3S)-3-Isopropylmalate",C7H12O5,Cytosol,7045,C1=CC=C2C(=C1)N=CC=N2
C04236,(2S)-2-Isopropyl-3-oxosuccinate,C7H10O5,Cytosol,6905,C1(=C(C(=C(C(=C1Br)Br)Br)Br)Br)Br
C00233,4-Methyl-2-oxopentanoate,C6H10O3,Cytosol,3532,C1CNCC(=C1)C(=O)O
C04593,"(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate",C7H10O7,Cytosol,7191,C1=CC=C(C=C1)COC(=O)C2=CN=CC=C2
C00311,Isocitrate,C6H8O7,Cytosol,3605,CCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
C18091,Ethylnitronate,C2H4NO2,Cytosol,96024308,CCOC(=O)CCC1C2=C(CCN1)C=CC(=C2C)C
C00084,Acetaldehyde,C2H4O,Cytosol,3384,CC1CC2C3CCC(C3(CC(C2(C4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O
C00061,FMN,C17H21N4O9P,Cytosol,3361,COC1(C2N(C1=O)C(=C(CO2)CSC3=NN=NN3CCO)C(=O)O)NC(=O)CSCF
C00349,2-Methyl-3-oxopropanoate,C4H6O3,Cytosol,3642,CCCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)C(=O)CO
C05668,3-Hydroxypropionyl-CoA,C24H40N7O18P3S,Cytosol,7976,CC1=NC=CN=C1
C06000,(S)-3-Hydroxyisobutyryl-CoA,C25H42N7O18P3S,Cytosol,8274,C=CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2
C00224,Adenylyl sulfate,C10H14N5O10PS,Cytosol,3524,C1=NC2=C(N1C3C4C(C(O3)CO)OP(=S)(O4)O)NC(=NC2=O)N
C00053,3'-Phosphoadenylyl sulfate,C10H15N5O13P2S,Cytosol,3355,C1CCNC(C1)C[NH2+]C(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F
C05686,Adenylylselenate,C10H14N5O10PSe,Cytosol,7993,CN(C)CCCN
C05696,3'-Phosphoadenylylselenate,C10H15N5O13P2Se,Cytosol,8003,CCCCC
C05697,Selenate,H2SeO4,Cytosol,8004,CCCC=C
C00054,"Adenosine 3',5'-bisphosphate",C10H15N5O10P2,Cytosol,3356,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F
C01528,Hydrogen selenide,H2Se,Cytosol,4690,CN1C(=O)N(OC1=O)C2=CC(=C(C=C2)Cl)Cl
C05684,Selenite,SeO3,Cytosol,7991,CCCCC(=O)O
C00330,Deoxyguanosine,C10H13N5O4,Cytosol,3624,CC[N+]1=C2C=C(C=CC2=C3C=CC(=CC3=C1C4=CC=CC=C4)N)N
